user_id,num_sessions,avg_session_duration,avg_booking_lead_time,avg_base_fare,hotel_booking_rate,cancellation_rate,avg_page_clicks,cluster,cluster_name
520497,8,123.375,7.666666666666667,640.8266666666667,0.25,0.0,16.5,1,Price-Sensitive Explorers
520527,8,95.75,8.0,320.28,0.25,0.0,12.75,1,Price-Sensitive Explorers
520530,8,125.75,8.5,544.48,0.5,0.0,16.875,1,Price-Sensitive Explorers
520532,9,146.33333333333334,8.25,346.43,0.4444444444444444,0.0,19.77777777777778,3,High-Value Travelers
520539,8,120.42857142857143,91.8,275.868,0.625,0.125,20.5,2,Hesitant Explorers
520556,8,136.375,6.75,249.7675,0.5,0.0,18.25,1,Price-Sensitive Explorers
520558,8,104.625,6.0,376.12,0.125,0.0,14.0,1,Price-Sensitive Explorers
520561,8,111.5,,,0.0,0.0,14.875,1,Price-Sensitive Explorers
520603,8,60.625,,,0.0,0.0,8.0,1,Price-Sensitive Explorers
520619,8,118.375,4.5,384.54499999999996,0.25,0.0,15.75,1,Price-Sensitive Explorers
520680,8,94.125,8.0,315.91,0.25,0.0,12.5,1,Price-Sensitive Explorers
520696,8,1048.25,6.0,254.63666666666668,0.375,0.125,45.25,2,Hesitant Explorers
520708,8,112.875,5.333333333333333,306.6133333333333,0.25,0.0,15.125,1,Price-Sensitive Explorers
520719,8,123.125,7.5,618.3625,0.5,0.0,16.5,1,Price-Sensitive Explorers
520733,8,135.625,8.333333333333334,1080.8,0.375,0.0,18.0,1,Price-Sensitive Explorers
520745,8,176.375,8.5,76.255,0.25,0.0,23.75,1,Price-Sensitive Explorers
520762,8,94.625,8.0,108.89,0.25,0.0,12.75,1,Price-Sensitive Explorers
520770,8,119.5,10.0,907.2725,0.25,0.0,16.125,1,Price-Sensitive Explorers
520771,8,96.875,,,0.125,0.0,13.125,1,Price-Sensitive Explorers
520780,8,40.75,,,0.0,0.0,5.375,1,Price-Sensitive Explorers
520783,8,101.5,7.5,403.01,0.375,0.0,13.625,1,Price-Sensitive Explorers
520804,8,112.875,5.333333333333333,170.6966666666667,0.25,0.0,15.25,1,Price-Sensitive Explorers
520819,9,100.11111111111111,7.0,236.44,0.2222222222222222,0.0,13.444444444444445,3,High-Value Travelers
520821,8,124.25,6.0,714.8199999999999,0.25,0.0,16.75,1,Price-Sensitive Explorers
520844,8,103.375,5.0,93.77,0.25,0.0,13.75,1,Price-Sensitive Explorers
520851,9,168.11111111111111,6.2,625.336,0.5555555555555556,0.0,22.666666666666668,3,High-Value Travelers
520861,9,134.375,94.25,386.9575,0.3333333333333333,0.1111111111111111,29.11111111111111,3,High-Value Travelers
520877,8,131.0,5.0,404.3833333333334,0.375,0.0,17.625,1,Price-Sensitive Explorers
520878,9,157.55555555555554,7.5,694.0550000000001,0.4444444444444444,0.0,21.444444444444443,3,High-Value Travelers
520882,8,57.5,,,0.125,0.0,7.75,1,Price-Sensitive Explorers
520885,8,1035.75,68.33333333333333,2528.148333333333,0.625,0.125,43.375,2,Hesitant Explorers
520898,8,103.375,6.0,1034.78,0.375,0.0,13.875,1,Price-Sensitive Explorers
520902,9,112.33333333333333,5.75,402.0775,0.4444444444444444,0.0,15.11111111111111,3,High-Value Travelers
520920,9,94.11111111111111,,,0.1111111111111111,0.0,12.555555555555555,3,High-Value Travelers
520934,9,139.77777777777777,8.0,1426.54,0.1111111111111111,0.0,18.77777777777778,3,High-Value Travelers
520947,8,159.42857142857142,186.5,409.1,0.5,0.125,24.25,0,Frequent Planners
520959,8,84.25,7.0,105.77,0.125,0.0,11.125,1,Price-Sensitive Explorers
521000,8,169.25,8.0,206.97000000000003,0.375,0.0,23.0,1,Price-Sensitive Explorers
521004,8,171.625,6.75,417.36,0.5,0.0,23.25,1,Price-Sensitive Explorers
521009,10,74.6,,,0.1,0.0,10.0,3,High-Value Travelers
521031,8,133.25,6.8,411.29400000000004,0.75,0.0,18.125,1,Price-Sensitive Explorers
521033,8,140.25,7.25,238.56,0.375,0.0,18.875,1,Price-Sensitive Explorers
521044,9,145.77777777777777,7.666666666666667,348.27,0.4444444444444444,0.0,19.555555555555557,3,High-Value Travelers
521060,8,158.625,6.25,543.635,0.625,0.0,21.25,1,Price-Sensitive Explorers
521062,9,71.33333333333333,,,0.0,0.0,9.666666666666666,3,High-Value Travelers
521065,8,986.0,101.8,493.71000000000004,0.375,0.125,36.5,2,Hesitant Explorers
521066,8,135.625,7.25,364.9225,0.5,0.0,18.25,1,Price-Sensitive Explorers
521070,9,145.44444444444446,48.166666666666664,1161.905,0.5555555555555556,0.0,19.333333333333332,3,High-Value Travelers
521109,8,114.125,7.0,242.57333333333335,0.25,0.0,15.375,1,Price-Sensitive Explorers
521127,9,181.66666666666666,6.0,371.14333333333326,0.5555555555555556,0.0,24.333333333333332,3,High-Value Travelers
521152,9,107.11111111111111,6.333333333333333,614.1,0.3333333333333333,0.0,14.333333333333334,3,High-Value Travelers
521170,8,103.375,9.0,498.745,0.375,0.0,13.875,1,Price-Sensitive Explorers
521185,8,123.5,5.5,537.655,0.5,0.0,16.625,1,Price-Sensitive Explorers
521186,8,99.5,4.666666666666667,608.5733333333334,0.375,0.0,13.25,1,Price-Sensitive Explorers
521187,9,108.44444444444444,,,0.0,0.0,14.444444444444445,3,High-Value Travelers
521192,8,106.25,7.0,253.57,0.375,0.0,14.375,1,Price-Sensitive Explorers
521201,8,51.25,5.0,284.81,0.125,0.0,6.875,1,Price-Sensitive Explorers
521211,8,65.875,,,0.125,0.0,8.875,1,Price-Sensitive Explorers
521212,8,247.0,6.666666666666667,224.30666666666664,0.625,0.125,42.625,2,Hesitant Explorers
521235,8,179.875,44.8,805.824,0.625,0.0,24.25,1,Price-Sensitive Explorers
521250,8,142.625,7.0,557.4300000000001,0.125,0.0,19.375,1,Price-Sensitive Explorers
521259,8,133.25,7.0,385.525,0.25,0.0,17.875,1,Price-Sensitive Explorers
521282,8,145.875,9.5,394.13,0.125,0.0,19.75,1,Price-Sensitive Explorers
521286,8,87.25,7.0,627.07,0.125,0.0,11.625,1,Price-Sensitive Explorers
521293,8,130.75,7.0,196.804,0.625,0.0,17.625,1,Price-Sensitive Explorers
521295,8,94.5,5.0,302.095,0.25,0.0,12.75,1,Price-Sensitive Explorers
521298,8,123.875,7.0,379.1000000000001,0.25,0.0,16.625,1,Price-Sensitive Explorers
521309,8,108.625,8.5,452.435,0.25,0.0,14.5,1,Price-Sensitive Explorers
521316,9,134.44444444444446,8.5,233.69,0.3333333333333333,0.0,18.22222222222222,3,High-Value Travelers
521331,10,77.22222222222223,106.66666666666667,1075.61,0.2,0.1,17.0,3,High-Value Travelers
521335,8,228.71428571428572,6.5,212.3875,0.625,0.125,30.5,2,Hesitant Explorers
521343,9,150.55555555555554,7.0,153.80599999999998,0.3333333333333333,0.0,20.11111111111111,3,High-Value Travelers
521379,8,76.125,10.0,673.735,0.25,0.0,10.25,1,Price-Sensitive Explorers
521392,8,93.75,3.0,321.28,0.25,0.0,12.75,1,Price-Sensitive Explorers
521404,8,133.875,7.25,395.32,0.625,0.0,18.0,1,Price-Sensitive Explorers
521408,8,108.625,7.5,661.6,0.25,0.0,14.75,1,Price-Sensitive Explorers
521416,8,96.25,5.0,183.8766666666667,0.375,0.0,12.75,1,Price-Sensitive Explorers
521434,8,131.875,7.0,651.635,0.375,0.0,17.75,1,Price-Sensitive Explorers
521462,8,156.25,7.333333333333333,413.43,0.25,0.0,21.0,1,Price-Sensitive Explorers
521474,8,63.25,7.0,1382.4,0.125,0.0,8.375,1,Price-Sensitive Explorers
521491,8,1054.75,80.0,1102.524,0.5,0.125,45.875,2,Hesitant Explorers
521509,8,168.75,8.75,309.8625,0.5,0.0,22.75,1,Price-Sensitive Explorers
521510,8,95.75,8.5,250.615,0.375,0.0,12.875,1,Price-Sensitive Explorers
521514,8,86.75,5.5,140.935,0.25,0.0,11.5,1,Price-Sensitive Explorers
521587,8,116.875,6.0,503.52000000000004,0.5,0.0,15.875,1,Price-Sensitive Explorers
521607,8,123.0,7.333333333333333,502.93666666666667,0.375,0.0,16.5,1,Price-Sensitive Explorers
521609,8,111.625,5.5,107.655,0.25,0.0,15.0,1,Price-Sensitive Explorers
521642,9,86.44444444444444,,,0.2222222222222222,0.0,11.555555555555555,3,High-Value Travelers
521657,8,129.625,15.0,616.87,0.375,0.0,17.375,1,Price-Sensitive Explorers
521658,9,117.66666666666667,7.25,400.935,0.5555555555555556,0.0,15.88888888888889,3,High-Value Travelers
521663,8,131.25,,,0.0,0.0,17.5,1,Price-Sensitive Explorers
521695,9,88.77777777777777,6.0,238.5633333333333,0.4444444444444444,0.0,12.0,3,High-Value Travelers
521708,8,162.625,7.0,285.3325,0.375,0.0,21.875,1,Price-Sensitive Explorers
521719,8,137.875,5.0,236.02,0.125,0.0,18.5,1,Price-Sensitive Explorers
521720,8,114.75,7.25,350.97249999999997,0.5,0.0,15.25,1,Price-Sensitive Explorers
521743,8,157.875,6.714285714285714,388.0442857142857,0.75,0.0,21.25,1,Price-Sensitive Explorers
521748,9,94.33333333333333,4.5,106.16499999999999,0.3333333333333333,0.0,12.777777777777779,3,High-Value Travelers
521768,8,99.25,8.0,268.13666666666666,0.25,0.0,13.25,1,Price-Sensitive Explorers
521785,9,148.33333333333334,8.0,301.52,0.2222222222222222,0.0,20.0,3,High-Value Travelers
521814,8,148.625,7.333333333333333,425.575,0.625,0.0,20.0,1,Price-Sensitive Explorers
521818,8,99.85714285714286,113.33333333333333,1837.5199999999998,0.375,0.125,17.75,0,Frequent Planners
521859,8,152.5,7.8,312.652,0.625,0.0,20.5,1,Price-Sensitive Explorers
521865,9,178.55555555555554,7.5,277.09,0.4444444444444444,0.0,23.88888888888889,3,High-Value Travelers
521883,9,80.33333333333333,61.0,485.07666666666665,0.1111111111111111,0.0,10.777777777777779,3,High-Value Travelers
521884,8,119.375,5.0,784.8000000000001,0.25,0.0,16.125,1,Price-Sensitive Explorers
521885,8,97.875,9.5,363.625,0.25,0.0,13.0,1,Price-Sensitive Explorers
521904,9,90.55555555555556,4.0,217.55,0.1111111111111111,0.0,12.333333333333334,3,High-Value Travelers
521921,8,96.125,7.0,858.59,0.125,0.0,13.0,1,Price-Sensitive Explorers
521925,8,108.125,6.0,444.1066666666666,0.625,0.0,14.75,1,Price-Sensitive Explorers
521941,8,80.625,7.0,409.955,0.375,0.0,11.0,1,Price-Sensitive Explorers
521943,8,93.0,8.666666666666666,514.9933333333333,0.375,0.0,12.5,1,Price-Sensitive Explorers
521956,8,151.625,7.25,310.78000000000003,0.5,0.0,20.5,1,Price-Sensitive Explorers
521963,8,108.875,5.0,201.0,0.25,0.0,14.5,1,Price-Sensitive Explorers
521986,10,128.0,10.0,318.84,0.2,0.0,17.1,3,High-Value Travelers
521992,9,116.44444444444444,8.0,720.2725,0.4444444444444444,0.0,15.777777777777779,3,High-Value Travelers
521997,8,116.75,5.5,467.35,0.5,0.0,15.625,1,Price-Sensitive Explorers
522001,8,130.75,,,0.0,0.0,17.625,1,Price-Sensitive Explorers
522005,8,98.25,6.0,323.78333333333336,0.625,0.0,13.125,1,Price-Sensitive Explorers
522062,8,126.75,4.75,513.3425,0.375,0.0,17.125,1,Price-Sensitive Explorers
522086,11,135.1818181818182,6.5,407.895,0.18181818181818182,0.0,18.181818181818183,3,High-Value Travelers
522111,8,150.0,147.75,1346.2975000000001,0.375,0.125,22.0,0,Frequent Planners
522112,8,85.75,7.0,387.595,0.25,0.0,11.5,1,Price-Sensitive Explorers
522115,8,1097.0,4.4,192.544,0.625,0.125,44.875,2,Hesitant Explorers
522118,8,88.75,5.666666666666667,228.47000000000003,0.25,0.0,11.875,1,Price-Sensitive Explorers
522134,8,39.25,,,0.0,0.0,5.25,1,Price-Sensitive Explorers
522152,8,128.42857142857142,93.66666666666667,568.2566666666667,0.375,0.125,23.75,2,Hesitant Explorers
522171,8,175.375,6.0,126.54,0.375,0.0,23.625,1,Price-Sensitive Explorers
522179,8,127.375,6.666666666666667,292.84666666666664,0.25,0.0,17.0,1,Price-Sensitive Explorers
522184,9,32.333333333333336,,,0.0,0.0,4.333333333333333,3,High-Value Travelers
522201,8,65.125,,,0.125,0.0,8.625,1,Price-Sensitive Explorers
522223,8,100.25,7.25,500.64,0.5,0.0,13.5,1,Price-Sensitive Explorers
522233,8,1081.125,6.4,539.998,0.75,0.125,42.375,2,Hesitant Explorers
522237,9,100.44444444444444,7.5,298.975,0.4444444444444444,0.0,13.333333333333334,3,High-Value Travelers
522263,8,86.5,8.0,378.655,0.25,0.0,11.625,1,Price-Sensitive Explorers
522265,8,139.625,6.333333333333333,448.5233333333333,0.5,0.0,18.75,1,Price-Sensitive Explorers
522276,8,79.625,8.5,1526.89,0.25,0.0,10.625,1,Price-Sensitive Explorers
522286,8,90.0,6.333333333333333,465.01,0.25,0.0,12.0,1,Price-Sensitive Explorers
522315,8,139.375,6.5,114.905,0.25,0.0,18.625,1,Price-Sensitive Explorers
522323,8,92.0,7.75,119.0325,0.375,0.0,12.375,1,Price-Sensitive Explorers
522364,8,99.375,7.0,250.6,0.375,0.0,13.375,1,Price-Sensitive Explorers
522373,8,101.25,8.5,742.105,0.25,0.0,13.625,1,Price-Sensitive Explorers
522375,8,73.0,6.0,263.91333333333336,0.25,0.0,9.75,1,Price-Sensitive Explorers
522387,8,68.25,,,0.125,0.0,9.125,1,Price-Sensitive Explorers
522402,8,89.625,7.0,164.46,0.25,0.0,12.125,1,Price-Sensitive Explorers
522420,9,56.625,276.5,2390.41,0.2222222222222222,0.1111111111111111,18.22222222222222,0,Frequent Planners
522426,8,168.5,7.25,129.5775,0.5,0.0,22.75,1,Price-Sensitive Explorers
522427,8,104.25,5.0,462.04499999999996,0.375,0.0,14.0,1,Price-Sensitive Explorers
522438,8,214.375,6.0,536.0980000000001,0.625,0.0,28.875,1,Price-Sensitive Explorers
522441,8,106.75,10.333333333333334,297.1533333333333,0.375,0.0,14.375,1,Price-Sensitive Explorers
522445,9,126.22222222222223,7.0,570.93,0.2222222222222222,0.0,17.0,3,High-Value Travelers
522457,8,186.75,8.5,603.6233333333333,0.625,0.0,25.25,1,Price-Sensitive Explorers
522465,8,88.875,9.0,537.83,0.375,0.0,11.875,1,Price-Sensitive Explorers
522476,8,114.625,9.8,301.11199999999997,0.5,0.0,15.25,1,Price-Sensitive Explorers
522484,10,143.7,6.5,496.365,0.4,0.0,19.2,3,High-Value Travelers
522513,8,129.0,5.0,334.51,0.5,0.0,17.375,1,Price-Sensitive Explorers
522523,8,88.875,5.0,188.13,0.125,0.0,12.0,1,Price-Sensitive Explorers
522532,8,138.875,8.333333333333334,463.68333333333334,0.625,0.0,18.625,1,Price-Sensitive Explorers
522533,8,97.875,68.66666666666667,1053.5033333333333,0.375,0.0,13.125,1,Price-Sensitive Explorers
522585,8,106.0,7.0,552.2049999999999,0.25,0.0,14.125,1,Price-Sensitive Explorers
522607,8,96.0,6.5,322.18,0.375,0.0,12.875,1,Price-Sensitive Explorers
522624,8,117.875,,,0.125,0.0,15.625,1,Price-Sensitive Explorers
522631,8,75.0,9.0,620.07,0.125,0.0,10.0,1,Price-Sensitive Explorers
522633,8,135.5,7.333333333333333,301.6166666666666,0.375,0.0,18.25,1,Price-Sensitive Explorers
522634,8,100.25,8.666666666666666,424.85999999999996,0.375,0.0,13.625,1,Price-Sensitive Explorers
522639,8,128.625,7.0,298.655,0.25,0.0,17.375,1,Price-Sensitive Explorers
522654,8,269.0,7.0,423.495,0.375,0.0,36.25,1,Price-Sensitive Explorers
522687,10,125.4,71.0,377.98,0.3,0.0,16.8,3,High-Value Travelers
522738,8,97.25,73.5,915.655,0.25,0.0,13.0,1,Price-Sensitive Explorers
522745,8,93.75,5.0,451.975,0.375,0.0,12.625,1,Price-Sensitive Explorers
522748,9,107.11111111111111,6.75,563.0975,0.3333333333333333,0.0,14.333333333333334,3,High-Value Travelers
522761,8,1197.75,6.0,440.7975,0.5,0.125,65.125,2,Hesitant Explorers
522788,8,101.75,,,0.25,0.0,13.625,1,Price-Sensitive Explorers
522800,8,118.625,6.0,440.5725,0.5,0.0,15.875,1,Price-Sensitive Explorers
522809,8,161.375,8.0,565.09,0.125,0.0,21.875,1,Price-Sensitive Explorers
522873,8,79.75,6.0,807.06,0.0,0.0,10.75,1,Price-Sensitive Explorers
522898,8,80.625,128.5,1483.3049999999998,0.25,0.0,10.75,0,Frequent Planners
522911,8,116.5,,,0.0,0.0,15.625,1,Price-Sensitive Explorers
522927,8,91.0,7.0,800.95,0.125,0.0,12.125,1,Price-Sensitive Explorers
522937,8,197.625,9.142857142857142,367.50857142857143,0.625,0.0,26.625,1,Price-Sensitive Explorers
522939,8,129.25,11.0,227.595,0.25,0.0,17.375,1,Price-Sensitive Explorers
522943,9,134.22222222222223,,,0.1111111111111111,0.0,18.0,3,High-Value Travelers
522944,8,66.0,8.5,655.7650000000001,0.25,0.0,9.0,1,Price-Sensitive Explorers
522970,8,139.375,8.0,388.3933333333334,0.625,0.0,18.625,1,Price-Sensitive Explorers
522981,8,153.125,5.8,231.542,0.5,0.0,20.5,1,Price-Sensitive Explorers
522999,9,98.66666666666667,7.0,600.7,0.3333333333333333,0.0,13.222222222222221,3,High-Value Travelers
523030,8,74.25,5.0,209.66,0.25,0.0,9.875,1,Price-Sensitive Explorers
523057,8,61.375,,,0.0,0.0,8.25,1,Price-Sensitive Explorers
523073,8,82.25,5.0,274.75,0.25,0.0,11.0,1,Price-Sensitive Explorers
523077,8,139.25,4.0,551.81,0.5,0.0,19.0,1,Price-Sensitive Explorers
523090,8,82.5,7.5,456.745,0.25,0.0,11.0,1,Price-Sensitive Explorers
523098,8,115.0,9.333333333333334,285.9266666666667,0.25,0.0,15.375,1,Price-Sensitive Explorers
523146,8,133.375,8.75,314.1825,0.5,0.0,17.875,1,Price-Sensitive Explorers
523158,8,157.125,7.0,334.19,0.25,0.0,21.125,1,Price-Sensitive Explorers
523209,8,141.5,6.75,302.25,0.5,0.0,18.875,1,Price-Sensitive Explorers
523228,8,104.625,3.6666666666666665,435.85999999999996,0.5,0.0,14.125,1,Price-Sensitive Explorers
523231,8,162.25,8.0,449.8525,0.5,0.0,21.875,1,Price-Sensitive Explorers
523256,8,138.25,8.5,357.13,0.375,0.0,18.5,1,Price-Sensitive Explorers
523271,8,110.75,9.666666666666666,603.5966666666667,0.375,0.0,15.0,1,Price-Sensitive Explorers
523273,8,95.5,7.0,462.18,0.25,0.0,12.75,1,Price-Sensitive Explorers
523290,8,136.75,6.0,83.02,0.375,0.0,18.25,1,Price-Sensitive Explorers
523299,8,101.42857142857143,192.0,1927.85,0.25,0.125,15.125,0,Frequent Planners
523301,8,114.25,6.666666666666667,518.2033333333333,0.375,0.0,15.375,1,Price-Sensitive Explorers
523335,8,117.75,6.0,185.67666666666665,0.25,0.0,15.75,1,Price-Sensitive Explorers
523338,9,163.11111111111111,7.5,148.135,0.4444444444444444,0.0,22.22222222222222,3,High-Value Travelers
523392,10,134.4,7.666666666666667,443.16333333333336,0.2,0.0,18.2,3,High-Value Travelers
523395,8,158.5,5.666666666666667,442.26,0.375,0.0,21.75,1,Price-Sensitive Explorers
523442,8,166.375,6.0,214.29666666666665,0.5,0.0,22.5,1,Price-Sensitive Explorers
523454,8,104.0,10.666666666666666,318.17333333333335,0.375,0.0,14.0,1,Price-Sensitive Explorers
523465,8,90.75,6.333333333333333,110.25,0.25,0.0,12.25,1,Price-Sensitive Explorers
523474,9,137.77777777777777,8.0,272.23,0.4444444444444444,0.0,18.333333333333332,3,High-Value Travelers
523484,8,98.375,7.75,492.49,0.375,0.0,13.0,1,Price-Sensitive Explorers
523503,9,91.11111111111111,168.0,275.64,0.0,0.0,12.222222222222221,3,High-Value Travelers
523505,8,128.375,5.0,379.04333333333335,0.625,0.0,17.25,1,Price-Sensitive Explorers
523511,8,113.125,186.5,355.885,0.125,0.0,15.25,0,Frequent Planners
523513,8,118.125,7.666666666666667,216.54999999999998,0.375,0.0,15.875,1,Price-Sensitive Explorers
523517,8,79.25,6.0,377.7,0.25,0.0,10.75,1,Price-Sensitive Explorers
523526,10,92.8,11.0,1790.06,0.1,0.0,12.4,3,High-Value Travelers
523546,8,83.125,6.0,198.32500000000002,0.25,0.0,11.25,1,Price-Sensitive Explorers
523559,8,88.25,5.333333333333333,340.71666666666664,0.25,0.0,11.875,1,Price-Sensitive Explorers
523612,8,117.375,4.5,625.1600000000001,0.625,0.0,15.625,1,Price-Sensitive Explorers
523619,8,113.875,8.0,130.66,0.25,0.0,15.25,1,Price-Sensitive Explorers
523657,8,86.25,6.5,859.9100000000001,0.25,0.0,11.5,1,Price-Sensitive Explorers
523666,8,153.375,6.25,550.355,0.5,0.0,20.625,1,Price-Sensitive Explorers
523686,8,122.625,9.0,455.06000000000006,0.25,0.0,16.25,1,Price-Sensitive Explorers
523690,8,133.875,6.0,189.28000000000003,0.5,0.0,18.0,1,Price-Sensitive Explorers
523700,8,134.875,10.0,156.24,0.125,0.0,17.875,1,Price-Sensitive Explorers
523710,9,116.11111111111111,8.333333333333334,385.8666666666666,0.3333333333333333,0.0,15.444444444444445,3,High-Value Travelers
523715,8,964.875,117.33333333333333,2995.0533333333333,0.375,0.125,33.75,0,Frequent Planners
523717,9,125.44444444444444,7.0,444.12000000000006,0.6666666666666666,0.0,16.77777777777778,3,High-Value Travelers
523729,8,69.625,,,0.125,0.0,9.5,1,Price-Sensitive Explorers
523735,9,140.33333333333334,6.333333333333333,1123.0466666666669,0.4444444444444444,0.0,19.0,3,High-Value Travelers
523746,8,75.25,8.0,724.905,0.125,0.0,10.0,1,Price-Sensitive Explorers
523756,8,131.375,7.0,462.33000000000004,0.625,0.0,17.5,1,Price-Sensitive Explorers
523768,8,1110.375,3.6666666666666665,223.11333333333334,0.5,0.125,46.75,2,Hesitant Explorers
523771,8,91.875,6.0,455.43,0.375,0.0,12.375,1,Price-Sensitive Explorers
523787,8,124.5,8.0,470.9,0.125,0.0,16.875,1,Price-Sensitive Explorers
523800,8,117.0,4.0,357.78499999999997,0.375,0.0,15.75,1,Price-Sensitive Explorers
523807,8,86.25,6.5,673.595,0.25,0.0,11.625,1,Price-Sensitive Explorers
523819,8,115.75,12.0,384.15,0.625,0.0,15.5,1,Price-Sensitive Explorers
523824,10,83.4,9.5,255.135,0.2,0.0,11.3,3,High-Value Travelers
523841,8,93.625,6.666666666666667,167.78333333333333,0.375,0.0,12.625,1,Price-Sensitive Explorers
523842,8,168.625,7.666666666666667,343.99,0.5,0.0,22.5,1,Price-Sensitive Explorers
523845,8,108.375,6.25,522.04,0.375,0.0,14.5,1,Price-Sensitive Explorers
523846,8,94.0,6.0,713.0,0.25,0.0,12.5,1,Price-Sensitive Explorers
523860,8,57.625,7.0,774.165,0.25,0.0,7.875,1,Price-Sensitive Explorers
523866,8,128.125,10.333333333333334,433.42,0.25,0.0,17.125,1,Price-Sensitive Explorers
523877,8,129.125,7.75,562.8075,0.5,0.0,17.5,1,Price-Sensitive Explorers
523887,8,64.125,,,0.125,0.0,8.625,1,Price-Sensitive Explorers
523913,8,100.5,7.5,412.2025,0.375,0.0,13.625,1,Price-Sensitive Explorers
523938,8,115.125,5.5,633.905,0.25,0.0,15.5,1,Price-Sensitive Explorers
523981,8,127.375,7.25,490.6125,0.5,0.0,17.125,1,Price-Sensitive Explorers
524001,8,137.375,6.5,574.1725,0.5,0.0,18.5,1,Price-Sensitive Explorers
524012,8,151.5,6.666666666666667,169.58666666666667,0.5,0.0,20.375,1,Price-Sensitive Explorers
524031,8,107.25,6.75,439.295,0.375,0.0,14.25,1,Price-Sensitive Explorers
524036,8,95.25,7.0,426.76,0.25,0.0,12.75,1,Price-Sensitive Explorers
524038,8,125.5,5.75,391.9375,0.5,0.0,16.875,1,Price-Sensitive Explorers
524043,8,126.125,5.2,378.702,0.75,0.0,17.0,1,Price-Sensitive Explorers
524046,9,118.66666666666667,125.66666666666667,641.3833333333333,0.3333333333333333,0.0,15.777777777777779,3,High-Value Travelers
524052,8,216.875,6.333333333333333,495.6166666666666,0.375,0.0,29.125,1,Price-Sensitive Explorers
524057,8,70.125,,,0.125,0.0,9.375,1,Price-Sensitive Explorers
524076,8,98.5,8.0,289.78,0.375,0.0,13.125,1,Price-Sensitive Explorers
524080,10,110.1,6.5,527.79,0.3,0.0,14.7,3,High-Value Travelers
524098,8,123.25,,,0.0,0.0,16.5,1,Price-Sensitive Explorers
524116,8,143.375,6.5,620.605,0.625,0.0,19.25,1,Price-Sensitive Explorers
524120,8,171.75,7.0,1135.84,0.5,0.0,23.125,1,Price-Sensitive Explorers
524151,8,199.875,6.0,93.57499999999999,0.25,0.0,26.75,1,Price-Sensitive Explorers
524167,8,155.625,7.25,311.97,0.5,0.0,20.875,1,Price-Sensitive Explorers
524169,8,163.375,7.333333333333333,858.5333333333333,0.25,0.0,22.0,1,Price-Sensitive Explorers
524172,9,99.66666666666667,,,0.0,0.0,13.444444444444445,3,High-Value Travelers
524180,8,150.25,6.2,538.756,0.625,0.0,20.0,1,Price-Sensitive Explorers
524194,8,1008.0,130.0,1875.4633333333331,0.375,0.125,39.5,2,Hesitant Explorers
524200,8,172.5,7.5,118.36500000000001,0.5,0.0,23.0,1,Price-Sensitive Explorers
524211,8,102.0,6.666666666666667,305.47666666666663,0.375,0.0,13.5,1,Price-Sensitive Explorers
524214,8,79.125,5.0,188.57,0.125,0.0,10.5,1,Price-Sensitive Explorers
524226,8,157.25,5.75,296.3275,0.5,0.0,21.125,1,Price-Sensitive Explorers
524244,8,144.375,5.5,546.15,0.375,0.0,19.5,1,Price-Sensitive Explorers
524251,9,103.11111111111111,4.0,105.17,0.3333333333333333,0.0,13.88888888888889,3,High-Value Travelers
524278,8,64.375,6.0,67.26,0.25,0.0,8.625,1,Price-Sensitive Explorers
524313,8,173.625,8.0,1166.855,0.25,0.0,23.25,1,Price-Sensitive Explorers
524318,8,70.125,,,0.0,0.0,9.375,1,Price-Sensitive Explorers
524328,8,78.75,8.0,675.4749999999999,0.25,0.0,10.5,1,Price-Sensitive Explorers
524358,9,107.875,90.25,1603.565,0.3333333333333333,0.1111111111111111,17.333333333333332,0,Frequent Planners
524365,9,184.66666666666666,6.4,458.01599999999996,0.6666666666666666,0.0,24.88888888888889,3,High-Value Travelers
524383,8,97.375,10.0,87.04,0.125,0.0,13.125,1,Price-Sensitive Explorers
524407,8,151.75,5.666666666666667,485.2333333333333,0.375,0.0,20.625,1,Price-Sensitive Explorers
524412,9,123.22222222222223,7.25,325.8275,0.5555555555555556,0.0,16.555555555555557,3,High-Value Travelers
524419,9,64.0,11.0,289.06,0.1111111111111111,0.0,8.666666666666666,3,High-Value Travelers
524448,8,1156.25,4.333333333333333,413.1366666666666,0.25,0.125,59.625,2,Hesitant Explorers
524473,8,111.375,7.5,525.53,0.375,0.0,14.875,1,Price-Sensitive Explorers
524484,8,63.125,169.0,4293.85,0.0,0.0,8.375,0,Frequent Planners
524511,9,151.55555555555554,4.0,509.82500000000005,0.3333333333333333,0.0,20.22222222222222,3,High-Value Travelers
524572,9,97.66666666666667,6.0,479.395,0.3333333333333333,0.0,13.11111111111111,3,High-Value Travelers
524606,8,68.625,102.0,462.755,0.0,0.0,9.125,1,Price-Sensitive Explorers
524607,8,120.5,6.6,654.434,0.375,0.0,16.125,1,Price-Sensitive Explorers
524615,8,192.75,7.0,143.71,0.375,0.0,25.625,1,Price-Sensitive Explorers
524620,10,94.5,7.333333333333333,410.03,0.3,0.0,12.6,3,High-Value Travelers
524628,8,118.25,9.333333333333334,370.8533333333333,0.375,0.0,15.75,1,Price-Sensitive Explorers
524637,8,143.125,7.666666666666667,357.3766666666667,0.375,0.0,19.25,1,Price-Sensitive Explorers
