user_id,cluster_name,assigned_perk
512558,Hesitant Explorers,No cancellation fees
512587,Price-Sensitive Explorers,Exclusive discounts
512589,Price-Sensitive Explorers,Exclusive discounts
512596,Price-Sensitive Explorers,Exclusive discounts
512598,Price-Sensitive Explorers,Exclusive discounts
512610,High-Value Travelers,Free hotel meal
512623,Price-Sensitive Explorers,Exclusive discounts
512628,Price-Sensitive Explorers,Exclusive discounts
512631,Price-Sensitive Explorers,Exclusive discounts
512655,High-Value Travelers,Free hotel meal
512671,Price-Sensitive Explorers,Exclusive discounts
512677,Price-Sensitive Explorers,Exclusive discounts
512680,Price-Sensitive Explorers,Exclusive discounts
512691,Price-Sensitive Explorers,Exclusive discounts
512693,Price-Sensitive Explorers,Exclusive discounts
512695,Price-Sensitive Explorers,Exclusive discounts
512696,Price-Sensitive Explorers,Exclusive discounts
512704,Price-Sensitive Explorers,Exclusive discounts
512706,High-Value Travelers,Free hotel meal
512780,High-Value Travelers,Free hotel meal
512786,Price-Sensitive Explorers,Exclusive discounts
512787,Price-Sensitive Explorers,Exclusive discounts
512791,Price-Sensitive Explorers,Exclusive discounts
512801,Price-Sensitive Explorers,Exclusive discounts
512826,Price-Sensitive Explorers,Exclusive discounts
512831,Price-Sensitive Explorers,Exclusive discounts
512835,Price-Sensitive Explorers,Exclusive discounts
512846,Price-Sensitive Explorers,Exclusive discounts
512848,Price-Sensitive Explorers,Exclusive discounts
512880,Price-Sensitive Explorers,Exclusive discounts
512887,Price-Sensitive Explorers,Exclusive discounts
512888,Price-Sensitive Explorers,Exclusive discounts
512900,High-Value Travelers,Free hotel meal
512904,Price-Sensitive Explorers,Exclusive discounts
512922,Price-Sensitive Explorers,Exclusive discounts
512928,Frequent Planners,Free checked bag
512943,Price-Sensitive Explorers,Exclusive discounts
512945,Price-Sensitive Explorers,Exclusive discounts
512974,Frequent Planners,Free checked bag
512976,Price-Sensitive Explorers,Exclusive discounts
512984,Price-Sensitive Explorers,Exclusive discounts
512999,Price-Sensitive Explorers,Exclusive discounts
513004,Price-Sensitive Explorers,Exclusive discounts
513005,Price-Sensitive Explorers,Exclusive discounts
513006,High-Value Travelers,Free hotel meal
513026,Price-Sensitive Explorers,Exclusive discounts
513030,Price-Sensitive Explorers,Exclusive discounts
513031,High-Value Travelers,Free hotel meal
513058,Price-Sensitive Explorers,Exclusive discounts
513089,Price-Sensitive Explorers,Exclusive discounts
513090,High-Value Travelers,Free hotel meal
513091,High-Value Travelers,Free hotel meal
513093,Price-Sensitive Explorers,Exclusive discounts
513096,Price-Sensitive Explorers,Exclusive discounts
513103,Price-Sensitive Explorers,Exclusive discounts
513126,Price-Sensitive Explorers,Exclusive discounts
513138,Price-Sensitive Explorers,Exclusive discounts
513164,Price-Sensitive Explorers,Exclusive discounts
513206,Price-Sensitive Explorers,Exclusive discounts
513216,High-Value Travelers,Free hotel meal
513220,Price-Sensitive Explorers,Exclusive discounts
513221,Price-Sensitive Explorers,Exclusive discounts
513227,High-Value Travelers,Free hotel meal
513233,High-Value Travelers,Free hotel meal
513236,Price-Sensitive Explorers,Exclusive discounts
513237,Price-Sensitive Explorers,Exclusive discounts
513241,Price-Sensitive Explorers,Exclusive discounts
513242,High-Value Travelers,Free hotel meal
513259,Price-Sensitive Explorers,Exclusive discounts
513261,High-Value Travelers,Free hotel meal
513289,Price-Sensitive Explorers,Exclusive discounts
513296,Price-Sensitive Explorers,Exclusive discounts
513317,Price-Sensitive Explorers,Exclusive discounts
513322,High-Value Travelers,Free hotel meal
513338,Price-Sensitive Explorers,Exclusive discounts
513339,Price-Sensitive Explorers,Exclusive discounts
513345,High-Value Travelers,Free hotel meal
513347,High-Value Travelers,Free hotel meal
513366,Price-Sensitive Explorers,Exclusive discounts
513381,Price-Sensitive Explorers,Exclusive discounts
513387,Price-Sensitive Explorers,Exclusive discounts
513397,Price-Sensitive Explorers,Exclusive discounts
513402,Price-Sensitive Explorers,Exclusive discounts
513408,Price-Sensitive Explorers,Exclusive discounts
513422,Price-Sensitive Explorers,Exclusive discounts
513425,High-Value Travelers,Free hotel meal
513438,Price-Sensitive Explorers,Exclusive discounts
513441,Frequent Planners,Free checked bag
513470,Price-Sensitive Explorers,Exclusive discounts
513495,Price-Sensitive Explorers,Exclusive discounts
513497,Price-Sensitive Explorers,Exclusive discounts
513509,Price-Sensitive Explorers,Exclusive discounts
513543,Hesitant Explorers,No cancellation fees
513546,Price-Sensitive Explorers,Exclusive discounts
513555,High-Value Travelers,Free hotel meal
513568,Price-Sensitive Explorers,Exclusive discounts
513569,High-Value Travelers,Free hotel meal
513582,Price-Sensitive Explorers,Exclusive discounts
513602,Price-Sensitive Explorers,Exclusive discounts
513611,Price-Sensitive Explorers,Exclusive discounts
513613,Price-Sensitive Explorers,Exclusive discounts
513620,High-Value Travelers,Free hotel meal
513625,Frequent Planners,Free checked bag
513627,Price-Sensitive Explorers,Exclusive discounts
513628,Price-Sensitive Explorers,Exclusive discounts
513638,Price-Sensitive Explorers,Exclusive discounts
513659,Price-Sensitive Explorers,Exclusive discounts
513661,Price-Sensitive Explorers,Exclusive discounts
513683,Price-Sensitive Explorers,Exclusive discounts
513714,Frequent Planners,Free checked bag
513721,High-Value Travelers,Free hotel meal
513742,Price-Sensitive Explorers,Exclusive discounts
513761,Price-Sensitive Explorers,Exclusive discounts
513776,High-Value Travelers,Free hotel meal
513787,Hesitant Explorers,No cancellation fees
513791,Price-Sensitive Explorers,Exclusive discounts
513796,Price-Sensitive Explorers,Exclusive discounts
513800,Price-Sensitive Explorers,Exclusive discounts
513807,Hesitant Explorers,No cancellation fees
513823,Price-Sensitive Explorers,Exclusive discounts
513826,High-Value Travelers,Free hotel meal
513844,Price-Sensitive Explorers,Exclusive discounts
513853,High-Value Travelers,Free hotel meal
513856,Price-Sensitive Explorers,Exclusive discounts
513860,Price-Sensitive Explorers,Exclusive discounts
513869,Frequent Planners,Free checked bag
513875,Hesitant Explorers,No cancellation fees
513917,Price-Sensitive Explorers,Exclusive discounts
513926,Price-Sensitive Explorers,Exclusive discounts
513933,Price-Sensitive Explorers,Exclusive discounts
513953,High-Value Travelers,Free hotel meal
513956,Price-Sensitive Explorers,Exclusive discounts
513964,Price-Sensitive Explorers,Exclusive discounts
513967,High-Value Travelers,Free hotel meal
513995,Price-Sensitive Explorers,Exclusive discounts
514002,Price-Sensitive Explorers,Exclusive discounts
514003,Price-Sensitive Explorers,Exclusive discounts
514021,Price-Sensitive Explorers,Exclusive discounts
514023,Price-Sensitive Explorers,Exclusive discounts
514053,Price-Sensitive Explorers,Exclusive discounts
514071,Price-Sensitive Explorers,Exclusive discounts
514076,High-Value Travelers,Free hotel meal
514113,Price-Sensitive Explorers,Exclusive discounts
514132,Price-Sensitive Explorers,Exclusive discounts
514133,Price-Sensitive Explorers,Exclusive discounts
514164,High-Value Travelers,Free hotel meal
514167,Hesitant Explorers,No cancellation fees
514206,Price-Sensitive Explorers,Exclusive discounts
514208,Price-Sensitive Explorers,Exclusive discounts
514210,High-Value Travelers,Free hotel meal
514215,Price-Sensitive Explorers,Exclusive discounts
514235,Price-Sensitive Explorers,Exclusive discounts
514261,Price-Sensitive Explorers,Exclusive discounts
514275,Price-Sensitive Explorers,Exclusive discounts
514289,High-Value Travelers,Free hotel meal
514300,Hesitant Explorers,No cancellation fees
514315,Price-Sensitive Explorers,Exclusive discounts
514318,Price-Sensitive Explorers,Exclusive discounts
514324,High-Value Travelers,Free hotel meal
514337,High-Value Travelers,Free hotel meal
514342,Price-Sensitive Explorers,Exclusive discounts
514344,High-Value Travelers,Free hotel meal
514370,Price-Sensitive Explorers,Exclusive discounts
514384,Price-Sensitive Explorers,Exclusive discounts
514395,Price-Sensitive Explorers,Exclusive discounts
514457,High-Value Travelers,Free hotel meal
514460,Price-Sensitive Explorers,Exclusive discounts
514461,Price-Sensitive Explorers,Exclusive discounts
514501,Price-Sensitive Explorers,Exclusive discounts
514503,Price-Sensitive Explorers,Exclusive discounts
514515,Price-Sensitive Explorers,Exclusive discounts
514526,Price-Sensitive Explorers,Exclusive discounts
514551,High-Value Travelers,Free hotel meal
514586,High-Value Travelers,Free hotel meal
514589,Price-Sensitive Explorers,Exclusive discounts
514617,Price-Sensitive Explorers,Exclusive discounts
514623,Price-Sensitive Explorers,Exclusive discounts
514627,Hesitant Explorers,No cancellation fees
514638,Price-Sensitive Explorers,Exclusive discounts
514639,Price-Sensitive Explorers,Exclusive discounts
514642,Price-Sensitive Explorers,Exclusive discounts
514660,Price-Sensitive Explorers,Exclusive discounts
514675,High-Value Travelers,Free hotel meal
514682,High-Value Travelers,Free hotel meal
514684,Price-Sensitive Explorers,Exclusive discounts
514689,Price-Sensitive Explorers,Exclusive discounts
514737,Price-Sensitive Explorers,Exclusive discounts
514785,Price-Sensitive Explorers,Exclusive discounts
514810,Price-Sensitive Explorers,Exclusive discounts
514830,High-Value Travelers,Free hotel meal
514867,Price-Sensitive Explorers,Exclusive discounts
514876,Price-Sensitive Explorers,Exclusive discounts
514892,High-Value Travelers,Free hotel meal
514893,Price-Sensitive Explorers,Exclusive discounts
514899,High-Value Travelers,Free hotel meal
514925,Hesitant Explorers,No cancellation fees
514926,Price-Sensitive Explorers,Exclusive discounts
514931,High-Value Travelers,Free hotel meal
514944,High-Value Travelers,Free hotel meal
514951,Frequent Planners,Free checked bag
514953,High-Value Travelers,Free hotel meal
514980,Price-Sensitive Explorers,Exclusive discounts
514981,Price-Sensitive Explorers,Exclusive discounts
515004,Price-Sensitive Explorers,Exclusive discounts
515013,Price-Sensitive Explorers,Exclusive discounts
515020,Price-Sensitive Explorers,Exclusive discounts
515030,Price-Sensitive Explorers,Exclusive discounts
515051,High-Value Travelers,Free hotel meal
515058,Price-Sensitive Explorers,Exclusive discounts
515060,High-Value Travelers,Free hotel meal
515085,Frequent Planners,Free checked bag
515103,Price-Sensitive Explorers,Exclusive discounts
515124,Hesitant Explorers,No cancellation fees
515131,High-Value Travelers,Free hotel meal
515139,High-Value Travelers,Free hotel meal
515161,Price-Sensitive Explorers,Exclusive discounts
515168,High-Value Travelers,Free hotel meal
515182,Price-Sensitive Explorers,Exclusive discounts
515198,Price-Sensitive Explorers,Exclusive discounts
515200,Price-Sensitive Explorers,Exclusive discounts
515202,High-Value Travelers,Free hotel meal
515205,Frequent Planners,Free checked bag
515229,Hesitant Explorers,No cancellation fees
515240,Price-Sensitive Explorers,Exclusive discounts
515243,Price-Sensitive Explorers,Exclusive discounts
515258,Price-Sensitive Explorers,Exclusive discounts
515271,Price-Sensitive Explorers,Exclusive discounts
515274,Price-Sensitive Explorers,Exclusive discounts
515306,High-Value Travelers,Free hotel meal
515330,Price-Sensitive Explorers,Exclusive discounts
515344,Price-Sensitive Explorers,Exclusive discounts
515398,High-Value Travelers,Free hotel meal
515409,Price-Sensitive Explorers,Exclusive discounts
515421,Price-Sensitive Explorers,Exclusive discounts
515423,Price-Sensitive Explorers,Exclusive discounts
515436,Price-Sensitive Explorers,Exclusive discounts
515478,Price-Sensitive Explorers,Exclusive discounts
515490,High-Value Travelers,Free hotel meal
515502,High-Value Travelers,Free hotel meal
515514,Price-Sensitive Explorers,Exclusive discounts
515516,Price-Sensitive Explorers,Exclusive discounts
515523,Price-Sensitive Explorers,Exclusive discounts
515529,Price-Sensitive Explorers,Exclusive discounts
515530,Price-Sensitive Explorers,Exclusive discounts
515565,Price-Sensitive Explorers,Exclusive discounts
515578,Price-Sensitive Explorers,Exclusive discounts
515580,Price-Sensitive Explorers,Exclusive discounts
515586,High-Value Travelers,Free hotel meal
515610,Hesitant Explorers,No cancellation fees
515634,Price-Sensitive Explorers,Exclusive discounts
515639,High-Value Travelers,Free hotel meal
515645,Price-Sensitive Explorers,Exclusive discounts
515666,Price-Sensitive Explorers,Exclusive discounts
515675,Hesitant Explorers,No cancellation fees
515684,High-Value Travelers,Free hotel meal
515688,Price-Sensitive Explorers,Exclusive discounts
515694,Price-Sensitive Explorers,Exclusive discounts
515713,Price-Sensitive Explorers,Exclusive discounts
515727,Price-Sensitive Explorers,Exclusive discounts
515735,High-Value Travelers,Free hotel meal
515739,Price-Sensitive Explorers,Exclusive discounts
515751,Price-Sensitive Explorers,Exclusive discounts
515764,Price-Sensitive Explorers,Exclusive discounts
515778,Price-Sensitive Explorers,Exclusive discounts
515802,Price-Sensitive Explorers,Exclusive discounts
515818,Price-Sensitive Explorers,Exclusive discounts
515831,Price-Sensitive Explorers,Exclusive discounts
515835,Price-Sensitive Explorers,Exclusive discounts
515854,Price-Sensitive Explorers,Exclusive discounts
515874,High-Value Travelers,Free hotel meal
515891,Price-Sensitive Explorers,Exclusive discounts
515901,High-Value Travelers,Free hotel meal
515908,Price-Sensitive Explorers,Exclusive discounts
515941,Price-Sensitive Explorers,Exclusive discounts
515947,Price-Sensitive Explorers,Exclusive discounts
515953,Price-Sensitive Explorers,Exclusive discounts
515974,Price-Sensitive Explorers,Exclusive discounts
515985,High-Value Travelers,Free hotel meal
516001,High-Value Travelers,Free hotel meal
516004,High-Value Travelers,Free hotel meal
516006,Price-Sensitive Explorers,Exclusive discounts
516039,High-Value Travelers,Free hotel meal
516053,High-Value Travelers,Free hotel meal
516057,Hesitant Explorers,No cancellation fees
516061,Price-Sensitive Explorers,Exclusive discounts
516076,Price-Sensitive Explorers,Exclusive discounts
516086,High-Value Travelers,Free hotel meal
516089,Price-Sensitive Explorers,Exclusive discounts
516092,High-Value Travelers,Free hotel meal
516105,Price-Sensitive Explorers,Exclusive discounts
516117,High-Value Travelers,Free hotel meal
516118,High-Value Travelers,Free hotel meal
516127,Price-Sensitive Explorers,Exclusive discounts
516132,Hesitant Explorers,No cancellation fees
516144,High-Value Travelers,Free hotel meal
516150,Price-Sensitive Explorers,Exclusive discounts
516152,Price-Sensitive Explorers,Exclusive discounts
516176,Price-Sensitive Explorers,Exclusive discounts
516177,Price-Sensitive Explorers,Exclusive discounts
516178,Price-Sensitive Explorers,Exclusive discounts
516211,Frequent Planners,Free checked bag
516216,Price-Sensitive Explorers,Exclusive discounts
516217,Price-Sensitive Explorers,Exclusive discounts
516243,Price-Sensitive Explorers,Exclusive discounts
516246,High-Value Travelers,Free hotel meal
516251,Price-Sensitive Explorers,Exclusive discounts
516269,High-Value Travelers,Free hotel meal
516273,Price-Sensitive Explorers,Exclusive discounts
516282,Price-Sensitive Explorers,Exclusive discounts
516283,Frequent Planners,Free checked bag
516287,Frequent Planners,Free checked bag
516290,Price-Sensitive Explorers,Exclusive discounts
516296,High-Value Travelers,Free hotel meal
516301,Hesitant Explorers,No cancellation fees
516340,High-Value Travelers,Free hotel meal
516351,Price-Sensitive Explorers,Exclusive discounts
516368,Frequent Planners,Free checked bag
516375,High-Value Travelers,Free hotel meal
516418,Price-Sensitive Explorers,Exclusive discounts
516420,Price-Sensitive Explorers,Exclusive discounts
516433,High-Value Travelers,Free hotel meal
516456,Price-Sensitive Explorers,Exclusive discounts
516507,Price-Sensitive Explorers,Exclusive discounts
516516,High-Value Travelers,Free hotel meal
516528,Price-Sensitive Explorers,Exclusive discounts
516543,Price-Sensitive Explorers,Exclusive discounts
516556,Price-Sensitive Explorers,Exclusive discounts
516561,High-Value Travelers,Free hotel meal
516571,Price-Sensitive Explorers,Exclusive discounts
516578,Price-Sensitive Explorers,Exclusive discounts
516579,Price-Sensitive Explorers,Exclusive discounts
516583,Price-Sensitive Explorers,Exclusive discounts
516590,High-Value Travelers,Free hotel meal
516593,High-Value Travelers,Free hotel meal
516594,Price-Sensitive Explorers,Exclusive discounts
516614,Price-Sensitive Explorers,Exclusive discounts
516616,Price-Sensitive Explorers,Exclusive discounts
516620,Price-Sensitive Explorers,Exclusive discounts
516639,Price-Sensitive Explorers,Exclusive discounts
516647,Price-Sensitive Explorers,Exclusive discounts
516679,Hesitant Explorers,No cancellation fees
516680,Price-Sensitive Explorers,Exclusive discounts
516682,Price-Sensitive Explorers,Exclusive discounts
516694,High-Value Travelers,Free hotel meal
516697,Price-Sensitive Explorers,Exclusive discounts
516704,Price-Sensitive Explorers,Exclusive discounts
516732,High-Value Travelers,Free hotel meal
516739,Price-Sensitive Explorers,Exclusive discounts
516744,Price-Sensitive Explorers,Exclusive discounts
516763,Price-Sensitive Explorers,Exclusive discounts
516765,Price-Sensitive Explorers,Exclusive discounts
516789,Price-Sensitive Explorers,Exclusive discounts
516798,Price-Sensitive Explorers,Exclusive discounts
516806,Hesitant Explorers,No cancellation fees
516808,Price-Sensitive Explorers,Exclusive discounts
516827,Price-Sensitive Explorers,Exclusive discounts
516833,Price-Sensitive Explorers,Exclusive discounts
516841,Price-Sensitive Explorers,Exclusive discounts
516862,Frequent Planners,Free checked bag
516933,Price-Sensitive Explorers,Exclusive discounts
516939,Price-Sensitive Explorers,Exclusive discounts
516965,High-Value Travelers,Free hotel meal
516967,Price-Sensitive Explorers,Exclusive discounts
516972,Price-Sensitive Explorers,Exclusive discounts
517033,Price-Sensitive Explorers,Exclusive discounts
517061,High-Value Travelers,Free hotel meal
517064,High-Value Travelers,Free hotel meal
517076,Price-Sensitive Explorers,Exclusive discounts
517105,High-Value Travelers,Free hotel meal
517119,Price-Sensitive Explorers,Exclusive discounts
517131,Frequent Planners,Free checked bag
517142,Price-Sensitive Explorers,Exclusive discounts
517143,Price-Sensitive Explorers,Exclusive discounts
517150,Price-Sensitive Explorers,Exclusive discounts
517158,Price-Sensitive Explorers,Exclusive discounts
517205,Price-Sensitive Explorers,Exclusive discounts
517212,High-Value Travelers,Free hotel meal
517219,Price-Sensitive Explorers,Exclusive discounts
517231,Price-Sensitive Explorers,Exclusive discounts
517284,High-Value Travelers,Free hotel meal
517324,Price-Sensitive Explorers,Exclusive discounts
517330,Price-Sensitive Explorers,Exclusive discounts
517356,Hesitant Explorers,No cancellation fees
517370,Price-Sensitive Explorers,Exclusive discounts
517392,Hesitant Explorers,No cancellation fees
517393,Price-Sensitive Explorers,Exclusive discounts
517397,Price-Sensitive Explorers,Exclusive discounts
517403,High-Value Travelers,Free hotel meal
517415,Price-Sensitive Explorers,Exclusive discounts
517438,High-Value Travelers,Free hotel meal
517445,High-Value Travelers,Free hotel meal
517467,Price-Sensitive Explorers,Exclusive discounts
517486,High-Value Travelers,Free hotel meal
517491,Price-Sensitive Explorers,Exclusive discounts
517543,High-Value Travelers,Free hotel meal
517545,Price-Sensitive Explorers,Exclusive discounts
517548,Price-Sensitive Explorers,Exclusive discounts
517549,High-Value Travelers,Free hotel meal
517571,Price-Sensitive Explorers,Exclusive discounts
517579,Price-Sensitive Explorers,Exclusive discounts
517581,Price-Sensitive Explorers,Exclusive discounts
517596,High-Value Travelers,Free hotel meal
517622,Price-Sensitive Explorers,Exclusive discounts
517633,Price-Sensitive Explorers,Exclusive discounts
517653,Price-Sensitive Explorers,Exclusive discounts
517674,High-Value Travelers,Free hotel meal
517675,Price-Sensitive Explorers,Exclusive discounts
517676,Price-Sensitive Explorers,Exclusive discounts
517700,Price-Sensitive Explorers,Exclusive discounts
517715,Price-Sensitive Explorers,Exclusive discounts
517732,Price-Sensitive Explorers,Exclusive discounts
517735,Price-Sensitive Explorers,Exclusive discounts
517739,Price-Sensitive Explorers,Exclusive discounts
517743,Price-Sensitive Explorers,Exclusive discounts
517772,Hesitant Explorers,No cancellation fees
517776,Price-Sensitive Explorers,Exclusive discounts
517787,Frequent Planners,Free checked bag
517803,Price-Sensitive Explorers,Exclusive discounts
517819,Price-Sensitive Explorers,Exclusive discounts
517825,Price-Sensitive Explorers,Exclusive discounts
517839,Price-Sensitive Explorers,Exclusive discounts
517847,High-Value Travelers,Free hotel meal
517871,High-Value Travelers,Free hotel meal
517894,Price-Sensitive Explorers,Exclusive discounts
517898,Hesitant Explorers,No cancellation fees
517925,High-Value Travelers,Free hotel meal
517931,High-Value Travelers,Free hotel meal
517961,Frequent Planners,Free checked bag
517967,Price-Sensitive Explorers,Exclusive discounts
517968,Price-Sensitive Explorers,Exclusive discounts
518012,Price-Sensitive Explorers,Exclusive discounts
518015,Price-Sensitive Explorers,Exclusive discounts
518041,Price-Sensitive Explorers,Exclusive discounts
518044,High-Value Travelers,Free hotel meal
518074,High-Value Travelers,Free hotel meal
518084,Frequent Planners,Free checked bag
518092,Price-Sensitive Explorers,Exclusive discounts
518121,High-Value Travelers,Free hotel meal
518127,Price-Sensitive Explorers,Exclusive discounts
518135,Hesitant Explorers,No cancellation fees
518191,Hesitant Explorers,No cancellation fees
518196,Price-Sensitive Explorers,Exclusive discounts
518211,High-Value Travelers,Free hotel meal
518219,Price-Sensitive Explorers,Exclusive discounts
518281,Price-Sensitive Explorers,Exclusive discounts
518324,Price-Sensitive Explorers,Exclusive discounts
518334,Price-Sensitive Explorers,Exclusive discounts
518338,Price-Sensitive Explorers,Exclusive discounts
518347,Price-Sensitive Explorers,Exclusive discounts
518348,Price-Sensitive Explorers,Exclusive discounts
518354,Price-Sensitive Explorers,Exclusive discounts
518372,Price-Sensitive Explorers,Exclusive discounts
518393,Price-Sensitive Explorers,Exclusive discounts
518406,Price-Sensitive Explorers,Exclusive discounts
518416,Price-Sensitive Explorers,Exclusive discounts
518422,Price-Sensitive Explorers,Exclusive discounts
518443,Price-Sensitive Explorers,Exclusive discounts
518450,Price-Sensitive Explorers,Exclusive discounts
518480,Price-Sensitive Explorers,Exclusive discounts
518495,Price-Sensitive Explorers,Exclusive discounts
518516,High-Value Travelers,Free hotel meal
518526,Price-Sensitive Explorers,Exclusive discounts
518527,Price-Sensitive Explorers,Exclusive discounts
518533,Price-Sensitive Explorers,Exclusive discounts
518535,High-Value Travelers,Free hotel meal
518541,Price-Sensitive Explorers,Exclusive discounts
518567,High-Value Travelers,Free hotel meal
518579,Price-Sensitive Explorers,Exclusive discounts
518582,Price-Sensitive Explorers,Exclusive discounts
518585,Price-Sensitive Explorers,Exclusive discounts
518612,Price-Sensitive Explorers,Exclusive discounts
518628,Price-Sensitive Explorers,Exclusive discounts
518629,Hesitant Explorers,No cancellation fees
518639,Price-Sensitive Explorers,Exclusive discounts
518642,High-Value Travelers,Free hotel meal
518645,Price-Sensitive Explorers,Exclusive discounts
518694,Price-Sensitive Explorers,Exclusive discounts
518696,Price-Sensitive Explorers,Exclusive discounts
518711,High-Value Travelers,Free hotel meal
518716,Price-Sensitive Explorers,Exclusive discounts
518722,Price-Sensitive Explorers,Exclusive discounts
518726,Price-Sensitive Explorers,Exclusive discounts
518735,Price-Sensitive Explorers,Exclusive discounts
518743,Price-Sensitive Explorers,Exclusive discounts
518747,Price-Sensitive Explorers,Exclusive discounts
518751,Price-Sensitive Explorers,Exclusive discounts
518756,Hesitant Explorers,No cancellation fees
518826,Price-Sensitive Explorers,Exclusive discounts
518827,Price-Sensitive Explorers,Exclusive discounts
518865,Price-Sensitive Explorers,Exclusive discounts
518866,Price-Sensitive Explorers,Exclusive discounts
518867,Price-Sensitive Explorers,Exclusive discounts
518870,Price-Sensitive Explorers,Exclusive discounts
518894,Price-Sensitive Explorers,Exclusive discounts
518896,Hesitant Explorers,No cancellation fees
518907,Price-Sensitive Explorers,Exclusive discounts
518922,Price-Sensitive Explorers,Exclusive discounts
518925,Price-Sensitive Explorers,Exclusive discounts
518931,Price-Sensitive Explorers,Exclusive discounts
518954,Price-Sensitive Explorers,Exclusive discounts
518956,High-Value Travelers,Free hotel meal
518963,Price-Sensitive Explorers,Exclusive discounts
518971,High-Value Travelers,Free hotel meal
518998,Price-Sensitive Explorers,Exclusive discounts
519014,Price-Sensitive Explorers,Exclusive discounts
519059,Price-Sensitive Explorers,Exclusive discounts
519079,Price-Sensitive Explorers,Exclusive discounts
519089,Price-Sensitive Explorers,Exclusive discounts
519091,Price-Sensitive Explorers,Exclusive discounts
519096,Price-Sensitive Explorers,Exclusive discounts
519114,Price-Sensitive Explorers,Exclusive discounts
519117,Price-Sensitive Explorers,Exclusive discounts
519137,High-Value Travelers,Free hotel meal
519140,Price-Sensitive Explorers,Exclusive discounts
519171,High-Value Travelers,Free hotel meal
519191,Price-Sensitive Explorers,Exclusive discounts
519205,Price-Sensitive Explorers,Exclusive discounts
519210,High-Value Travelers,Free hotel meal
519211,Price-Sensitive Explorers,Exclusive discounts
519248,Frequent Planners,Free checked bag
519254,Price-Sensitive Explorers,Exclusive discounts
519260,Price-Sensitive Explorers,Exclusive discounts
519267,High-Value Travelers,Free hotel meal
519285,Price-Sensitive Explorers,Exclusive discounts
519312,Price-Sensitive Explorers,Exclusive discounts
519313,Price-Sensitive Explorers,Exclusive discounts
519335,High-Value Travelers,Free hotel meal
519348,Price-Sensitive Explorers,Exclusive discounts
519353,Price-Sensitive Explorers,Exclusive discounts
519357,High-Value Travelers,Free hotel meal
519368,High-Value Travelers,Free hotel meal
519383,Frequent Planners,Free checked bag
519392,Price-Sensitive Explorers,Exclusive discounts
519393,Price-Sensitive Explorers,Exclusive discounts
519406,Price-Sensitive Explorers,Exclusive discounts
519412,Price-Sensitive Explorers,Exclusive discounts
519419,High-Value Travelers,Free hotel meal
519430,Price-Sensitive Explorers,Exclusive discounts
519446,Price-Sensitive Explorers,Exclusive discounts
519469,Hesitant Explorers,No cancellation fees
519515,Price-Sensitive Explorers,Exclusive discounts
519529,Price-Sensitive Explorers,Exclusive discounts
519532,High-Value Travelers,Free hotel meal
519541,Price-Sensitive Explorers,Exclusive discounts
519548,Price-Sensitive Explorers,Exclusive discounts
519554,High-Value Travelers,Free hotel meal
519561,Price-Sensitive Explorers,Exclusive discounts
519595,Price-Sensitive Explorers,Exclusive discounts
519596,Price-Sensitive Explorers,Exclusive discounts
519604,Price-Sensitive Explorers,Exclusive discounts
519626,Price-Sensitive Explorers,Exclusive discounts
519631,Price-Sensitive Explorers,Exclusive discounts
519664,Price-Sensitive Explorers,Exclusive discounts
519687,High-Value Travelers,Free hotel meal
519694,Price-Sensitive Explorers,Exclusive discounts
519695,Price-Sensitive Explorers,Exclusive discounts
519706,Price-Sensitive Explorers,Exclusive discounts
519709,High-Value Travelers,Free hotel meal
519718,Hesitant Explorers,No cancellation fees
519722,Price-Sensitive Explorers,Exclusive discounts
519725,Price-Sensitive Explorers,Exclusive discounts
519726,Price-Sensitive Explorers,Exclusive discounts
519747,Hesitant Explorers,No cancellation fees
519769,Price-Sensitive Explorers,Exclusive discounts
519774,Price-Sensitive Explorers,Exclusive discounts
519787,Frequent Planners,Free checked bag
519799,Price-Sensitive Explorers,Exclusive discounts
519846,High-Value Travelers,Free hotel meal
519848,High-Value Travelers,Free hotel meal
519853,Price-Sensitive Explorers,Exclusive discounts
519859,Price-Sensitive Explorers,Exclusive discounts
519885,Price-Sensitive Explorers,Exclusive discounts
519888,Price-Sensitive Explorers,Exclusive discounts
519893,High-Value Travelers,Free hotel meal
519896,High-Value Travelers,Free hotel meal
519897,Price-Sensitive Explorers,Exclusive discounts
519905,Price-Sensitive Explorers,Exclusive discounts
519911,High-Value Travelers,Free hotel meal
519912,Price-Sensitive Explorers,Exclusive discounts
519943,High-Value Travelers,Free hotel meal
519955,Price-Sensitive Explorers,Exclusive discounts
519957,Price-Sensitive Explorers,Exclusive discounts
519961,High-Value Travelers,Free hotel meal
519965,Price-Sensitive Explorers,Exclusive discounts
519982,Frequent Planners,Free checked bag
520054,Price-Sensitive Explorers,Exclusive discounts
520063,High-Value Travelers,Free hotel meal
520097,Price-Sensitive Explorers,Exclusive discounts
520106,Price-Sensitive Explorers,Exclusive discounts
520141,Price-Sensitive Explorers,Exclusive discounts
520152,High-Value Travelers,Free hotel meal
520170,Price-Sensitive Explorers,Exclusive discounts
520175,Price-Sensitive Explorers,Exclusive discounts
520177,High-Value Travelers,Free hotel meal
520182,Price-Sensitive Explorers,Exclusive discounts
520188,Price-Sensitive Explorers,Exclusive discounts
520193,Price-Sensitive Explorers,Exclusive discounts
